dist_nearest_edge,trench_abs_ortho,conv_ortho,conv_paral
0.1,-3.32,3.32,0.56
0.1,-0.98,0.12,-4.28
0.1,-3.32,3.32,0.56
0.1,-0.98,0.12,-4.28
1.27,-3.02,3.02,1.22
0.1,-3.32,3.32,0.56
2.44,-2.9,2.9,1.22
6.57,-2.11,4.54,-1.28
4.61,-2.58,5.22,0.52
3.37,-2.7,5.35,0.65
0.07,-2.02,1.56,-3.81
1.18,-1.97,4.26,1.36
1.13,-1.72,4.09,-1.81
1.86,-1.97,4.48,0.04
0.96,-1.71,4.09,-1.81
0.1,-0.61,4.37,1.33
0.1,-0.61,4.37,1.33
0.1,-0.61,4.37,1.33
0.07,-2.02,1.56,-3.81
0.1,-0.61,4.37,1.33
0.1,-0.61,4.37,1.33
0.1,-0.61,4.37,1.33
0.1,-0.61,4.37,1.33
0.1,-0.61,4.37,1.33
1.07,-3.22,3.22,0.56
0.1,-3.32,3.32,0.56
0.1,-3.32,3.32,0.56
0.1,-3.32,3.32,0.56
0.1,-3.32,3.32,0.56
0.1,-3.32,3.32,0.56
0.1,-3.32,3.32,0.56
0.1,-0.98,0.12,-4.28
0.1,-3.32,3.32,0.56
0.1,-0.98,0.12,-4.28
0.1,-0.98,0.12,-4.28
0.1,-0.98,0.12,-4.28
0.1,-0.98,0.12,-4.28
0.1,-0.98,0.12,-4.28
0.1,-3.32,3.32,0.56
0.1,-3.32,3.32,0.56
1.07,-3.22,3.22,0.56
0.1,-3.32,3.32,0.56
1.66,-2.98,2.98,1.22
1.07,-3.22,3.22,0.56
0.29,-3.3,3.3,0.56
2.05,-2.94,2.94,1.22
1.27,-3.02,3.02,1.22
6.45,-2.1,4.54,-1.21
7.09,-2.31,4.7,-1.57
2.63,-2.62,2.62,1.71
6.45,-2.1,4.54,-1.21
7.09,-2.31,4.7,-1.57
7.09,-2.31,4.7,-1.57
6.78,-2.14,4.6,-1.15
7.09,-2.31,4.7,-1.57
3.19,-2.71,5.37,0.65
3.01,-2.58,2.58,1.71
4.07,-2.62,5.27,0.65
1.66,-2.98,2.98,1.22
3.01,-2.58,2.58,1.71
2.44,-2.9,2.9,1.22
0.07,-2.02,1.56,-3.81
0.34,-2.0,1.79,-3.69
0.07,-2.02,1.56,-3.81
1.18,-1.97,4.26,1.36
2.47,-1.85,3.95,2.09
0.07,-2.02,1.56,-3.81
1.86,-1.97,4.48,0.04
5.64,-2.04,4.57,-0.57
5.64,-2.04,4.57,-0.57
2.41,-1.96,4.33,1.11
2.65,-1.97,4.33,1.11
2.22,-1.98,4.47,0.04
2.6,-1.97,4.33,1.11
0.8,-1.46,3.6,-2.66
1.86,-1.97,4.48,0.04
5.31,-2.0,4.54,-0.37
5.47,-2.02,4.57,-0.37
5.31,-2.0,4.54,-0.37
1.67,-1.65,3.94,-2.12
1.86,-1.97,4.48,0.04
0.96,-1.71,4.09,-1.81
0.1,-3.12,3.12,0.59
0.1,-3.12,3.12,0.59
5.9,-1.76,4.46,-1.35
2.63,-2.38,2.38,1.64
2.64,-1.5,4.35,0.96
0.07,-1.5,1.45,-3.78
0.1,-0.49,4.28,1.22
0.1,-3.12,3.12,0.59
0.08,-1.01,3.76,-6.15
0.1,-3.12,3.12,0.59
0.08,-1.01,3.76,-6.15
1.27,-2.8,2.8,1.2
0.1,-3.12,3.12,0.59
2.44,-2.66,2.66,1.2
5.9,-1.76,4.46,-1.35
5.3,-2.25,5.17,0.42
4.18,-2.37,5.28,0.55
0.07,-1.5,1.45,-3.78
1.02,-1.48,4.28,1.21
1.17,-1.28,4.01,-1.94
1.9,-1.49,4.45,-0.11
1.0,-1.28,4.01,-1.94
0.1,-0.49,4.28,1.22
0.1,-0.49,4.28,1.22
0.1,-0.49,4.28,1.22
0.07,-1.5,1.45,-3.78
0.1,-0.49,4.28,1.22
0.1,-0.49,4.28,1.22
0.1,-0.49,4.28,1.22
0.1,-0.49,4.28,1.22
0.1,-0.49,4.28,1.22
1.07,-3.01,3.01,0.59
0.1,-3.12,3.12,0.59
0.1,-3.12,3.12,0.59
0.1,-3.12,3.12,0.59
0.1,-3.12,3.12,0.59
0.1,-3.12,3.12,0.59
0.1,-3.12,3.12,0.59
0.08,-1.01,3.76,-6.15
0.1,-3.12,3.12,0.59
0.08,-1.01,3.76,-6.15
0.08,-1.01,3.76,-6.15
0.08,-1.01,3.76,-6.15
0.08,-1.01,3.76,-6.15
0.08,-1.01,3.76,-6.15
0.1,-3.12,3.12,0.59
0.1,-3.12,3.12,0.59
0.88,-3.03,3.03,0.59
0.1,-3.12,3.12,0.59
1.85,-2.73,2.73,1.2
1.07,-3.01,3.01,0.59
0.29,-3.1,3.1,0.59
1.85,-2.73,2.73,1.2
1.27,-2.8,2.8,1.2
5.78,-1.74,4.47,-1.29
7.78,-2.0,4.62,-1.64
2.63,-2.38,2.38,1.64
5.9,-1.76,4.46,-1.35
7.78,-2.0,4.62,-1.64
7.78,-2.0,4.62,-1.64
6.11,-1.79,4.53,-1.22
7.78,-2.0,4.62,-1.64
3.51,-2.33,5.21,1.35
3.36,-2.29,2.29,1.64
4.56,-2.33,5.24,0.55
1.85,-2.73,2.73,1.2
2.99,-2.34,2.34,1.64
2.44,-2.66,2.66,1.2
0.07,-1.5,1.45,-3.78
0.34,-1.49,1.67,-3.66
0.07,-1.5,1.45,-3.78
1.02,-1.48,4.28,1.21
2.47,-1.41,4.0,1.95
0.07,-1.5,1.45,-3.78
1.9,-1.49,4.45,-0.11
4.97,-1.65,4.51,-0.66
4.97,-1.65,4.51,-0.66
2.45,-1.5,4.35,0.96
2.65,-1.5,4.35,0.96
2.26,-1.49,4.45,-0.11
2.64,-1.5,4.35,0.96
0.84,-1.07,3.49,-2.76
1.9,-1.49,4.45,-0.11
4.48,-1.58,4.47,-0.45
4.8,-1.62,4.51,-0.45
4.64,-1.6,4.49,-0.45
1.71,-1.21,3.85,-2.23
1.71,-1.21,3.85,-2.23
1.0,-1.28,4.01,-1.94
5.43,-3.57,8.62,3.45
0.09,-2.61,4.87,0.1
6.93,-2.05,3.63,-2.26
0.09,-2.61,4.87,0.1
2.28,-1.24,3.62,-0.93
0.1,-0.35,3.75,-0.0
0.1,-0.35,3.75,-0.0
0.09,-2.61,4.87,0.1
5.43,-3.57,8.62,3.45
5.43,-3.57,8.62,3.45
5.43,-3.57,8.62,3.45
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
6.93,-2.05,3.63,-2.26
2.52,-2.48,4.59,-0.75
1.02,-2.65,4.75,-0.63
0.06,-0.38,3.23,1.36
0.13,-0.76,3.51,0.11
5.14,-1.67,3.63,-1.71
3.92,-1.27,3.9,-0.03
5.14,-1.67,3.63,-1.71
0.1,-0.35,3.75,-0.0
0.1,-0.35,3.75,-0.0
0.1,-0.35,3.75,-0.0
0.06,-0.38,3.23,1.36
0.1,-0.35,3.75,-0.0
0.1,-0.35,3.75,-0.0
0.1,-0.35,3.75,-0.0
0.1,-0.35,3.75,-0.0
0.1,-0.35,3.75,-0.0
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
5.43,-3.57,8.62,3.45
0.09,-2.61,4.87,0.1
5.43,-3.57,8.62,3.45
5.43,-3.57,8.62,3.45
5.43,-3.57,8.62,3.45
5.43,-3.57,8.62,3.45
5.43,-3.57,8.62,3.45
5.43,-3.57,8.62,3.45
5.43,-3.57,8.62,3.45
4.42,-2.95,8.39,4.89
5.43,-3.57,8.62,3.45
5.43,-3.57,8.62,3.45
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
7.05,-2.03,3.65,-2.21
1.98,-2.55,4.64,-0.75
0.09,-2.61,4.87,0.1
6.93,-2.05,3.63,-2.26
4.82,-2.3,3.68,-2.5
4.82,-2.3,3.68,-2.5
6.83,-2.06,3.64,-2.26
4.82,-2.3,3.68,-2.5
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
1.8,-2.55,4.67,-0.63
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.09,-2.61,4.87,0.1
0.06,-0.38,3.23,1.36
0.13,-0.76,3.51,0.11
0.06,-0.38,3.23,1.36
0.13,-0.76,3.51,0.11
1.43,-0.77,3.58,0.71
0.13,-0.76,3.51,0.11
3.76,-1.25,3.88,-0.03
7.06,-1.92,3.84,-1.69
7.06,-1.92,3.84,-1.69
2.28,-1.24,3.62,-0.93
1.57,-0.9,3.65,0.29
2.28,-1.24,3.62,-0.93
1.72,-0.92,3.67,0.29
4.97,-1.52,3.96,-0.57
4.26,-1.39,3.91,-0.37
6.56,-1.85,3.86,-1.51
6.88,-1.89,3.9,-1.51
6.88,-1.89,3.9,-1.51
4.97,-1.52,3.96,-0.57
4.26,-1.39,3.91,-0.37
5.14,-1.67,3.63,-1.71
0.42,-1.12,-1.31,-1.16
0.09,-2.67,4.93,0.13
7.56,-2.04,3.68,-2.19
0.09,-2.67,4.93,0.13
2.27,-1.24,3.64,-0.9
0.1,-0.35,3.73,0.01
0.1,-0.35,3.73,0.01
0.09,-2.67,4.93,0.13
0.42,-1.12,-1.31,-1.16
0.42,-1.12,-1.31,-1.16
0.42,-1.12,-1.31,-1.16
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
7.33,-2.07,3.67,-2.24
3.03,-2.48,4.61,-0.72
1.72,-2.63,4.75,-0.6
0.05,-0.37,3.23,1.4
0.11,-0.76,3.52,0.15
5.13,-1.68,3.66,-1.68
4.08,-1.37,3.91,-0.34
5.13,-1.68,3.66,-1.68
0.1,-0.35,3.73,0.01
0.1,-0.35,3.73,0.01
0.1,-0.35,3.73,0.01
0.05,-0.37,3.23,1.4
0.1,-0.35,3.73,0.01
0.1,-0.35,3.73,0.01
0.1,-0.35,3.73,0.01
0.1,-0.35,3.73,0.01
0.1,-0.35,3.73,0.01
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.42,-1.12,-1.31,-1.16
0.09,-2.67,4.93,0.13
0.42,-1.12,-1.31,-1.16
0.42,-1.12,-1.31,-1.16
0.42,-1.12,-1.31,-1.16
0.42,-1.12,-1.31,-1.16
0.42,-1.12,-1.31,-1.16
0.42,-1.12,-1.31,-1.16
0.42,-1.12,-1.31,-1.16
0.08,-1.12,-1.32,-1.16
0.42,-1.12,-1.31,-1.16
0.42,-1.12,-1.31,-1.16
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
7.56,-2.04,3.68,-2.19
2.85,-2.51,4.63,-0.72
0.27,-2.65,4.91,0.13
7.56,-2.04,3.68,-2.19
5.33,-2.31,3.72,-2.48
5.33,-2.31,3.72,-2.48
7.33,-2.07,3.67,-2.24
5.33,-2.31,3.72,-2.48
0.62,-2.61,4.88,0.13
0.09,-2.67,4.93,0.13
2.49,-2.55,4.66,-0.72
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.09,-2.67,4.93,0.13
0.11,-0.76,3.52,0.15
0.11,-0.76,3.52,0.15
0.05,-0.37,3.23,1.4
0.11,-0.76,3.52,0.15
1.42,-0.76,3.58,0.75
0.11,-0.76,3.52,0.15
3.74,-1.25,3.89,0.01
7.04,-1.93,3.87,-1.66
7.04,-1.93,3.87,-1.66
2.27,-1.24,3.64,-0.9
1.42,-0.76,3.58,0.75
2.27,-1.24,3.64,-0.9
1.7,-0.91,3.68,0.33
4.96,-1.52,3.98,-0.54
4.08,-1.37,3.91,-0.34
6.38,-1.82,3.91,-1.38
6.87,-1.89,3.92,-1.48
6.71,-1.87,3.91,-1.48
4.96,-1.52,3.98,-0.54
4.39,-1.54,3.79,-1.13
5.13,-1.68,3.66,-1.68
5.41,-2.96,-1.51,-0.41
0.09,-2.72,4.98,0.17
7.88,-2.05,3.71,-2.16
0.09,-2.72,4.98,0.17
2.3,-1.25,3.66,-0.86
0.1,-0.34,3.71,0.03
0.1,-0.34,3.71,0.03
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
2.66,-1.76,-1.39,-0.9
0.09,-2.72,4.98,0.17
0.09,-2.72,4.98,0.17
0.09,-2.72,4.98,0.17
7.88,-2.05,3.71,-2.16
3.44,-2.48,4.63,-0.69
2.14,-2.63,4.77,-0.56
0.07,-0.35,3.23,1.44
0.15,-0.75,3.53,0.19
5.7,-1.73,3.89,-1.28
3.94,-1.27,3.92,0.05
5.16,-1.69,3.69,-1.66
0.1,-0.34,3.71,0.03
0.1,-0.34,3.71,0.03
0.1,-0.34,3.71,0.03
0.07,-0.35,3.23,1.44
0.1,-0.34,3.71,0.03
0.1,-0.34,3.71,0.03
0.1,-0.34,3.71,0.03
0.1,-0.34,3.71,0.03
0.1,-0.34,3.71,0.03
0.09,-2.72,4.98,0.17
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
2.26,-1.77,-1.41,-0.9
1.08,-1.83,-1.46,-0.89
5.41,-2.96,-1.51,-0.41
1.28,-1.83,-1.45,-0.89
5.41,-2.96,-1.51,-0.41
5.41,-2.96,-1.51,-0.41
0.09,-2.72,4.98,0.17
0.09,-2.72,4.98,0.17
0.09,-2.72,4.98,0.17
0.09,-2.72,4.98,0.17
0.09,-2.72,4.98,0.17
0.09,-2.72,4.98,0.17
0.09,-2.72,4.98,0.17
7.88,-2.05,3.71,-2.16
3.08,-2.53,4.67,-0.69
0.64,-2.65,4.93,0.17
7.88,-2.05,3.71,-2.16
5.74,-2.32,3.75,-2.45
5.74,-2.32,3.75,-2.45
7.75,-2.08,3.7,-2.21
5.74,-2.32,3.75,-2.45
1.01,-2.6,4.9,0.17
0.09,-2.72,4.98,0.17
2.9,-2.55,4.68,-0.69
0.09,-2.72,4.98,0.17
0.28,-2.7,4.96,0.17
0.09,-2.72,4.98,0.17
0.07,-0.35,3.23,1.44
0.15,-0.75,3.53,0.19
0.07,-0.35,3.23,1.44
0.15,-0.75,3.53,0.19
1.59,-0.89,3.67,0.37
0.15,-0.75,3.53,0.19
3.77,-1.25,3.9,0.05
7.07,-1.93,3.9,-1.63
7.07,-1.93,3.9,-1.63
2.3,-1.25,3.66,-0.86
1.59,-0.89,3.67,0.37
2.3,-1.25,3.66,-0.86
1.74,-0.91,3.69,0.37
4.99,-1.52,4.0,-0.5
4.11,-1.36,3.93,-0.3
6.41,-1.82,3.94,-1.35
6.9,-1.9,3.95,-1.45
6.74,-1.88,3.93,-1.45
4.99,-1.52,4.0,-0.5
4.43,-1.54,3.82,-1.1
5.16,-1.69,3.69,-1.66
4.79,-3.68,12.56,1.21
0.07,-2.52,4.93,1.02
7.91,-2.06,3.74,-2.14
0.07,-2.52,4.93,1.02
2.34,-1.25,3.68,-0.83
0.1,-0.34,3.69,0.05
0.1,-0.34,3.69,0.05
0.07,-2.52,4.93,1.02
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
8.03,-2.08,3.72,-2.19
3.97,-2.46,4.64,-0.65
2.49,-2.63,4.79,-0.53
0.09,-0.34,3.22,1.48
0.25,-0.76,3.55,0.23
5.74,-1.73,3.91,-1.25
3.98,-1.26,3.93,0.08
5.19,-1.7,3.72,-1.63
0.1,-0.34,3.69,0.05
0.1,-0.34,3.69,0.05
0.1,-0.34,3.69,0.05
0.1,-0.34,3.69,0.05
0.1,-0.34,3.69,0.05
0.1,-0.34,3.69,0.05
0.1,-0.34,3.69,0.05
0.1,-0.34,3.69,0.05
0.1,-0.34,3.69,0.05
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
4.79,-3.68,12.56,1.21
0.07,-2.52,4.93,1.02
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
4.79,-3.68,12.56,1.21
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
7.91,-2.06,3.74,-2.14
3.43,-2.53,4.69,-0.65
0.95,-2.65,4.95,0.21
7.91,-2.06,3.74,-2.14
6.09,-2.33,3.78,-2.43
6.09,-2.33,3.78,-2.43
8.03,-2.08,3.72,-2.19
6.09,-2.33,3.78,-2.43
1.53,-2.58,4.9,0.21
0.07,-2.52,4.93,1.02
3.26,-2.55,4.7,-0.65
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.07,-2.52,4.93,1.02
0.09,-0.34,3.22,1.48
0.18,-0.75,3.54,0.23
0.09,-0.34,3.22,1.48
0.25,-0.76,3.55,0.23
1.62,-0.88,3.68,0.41
0.18,-0.75,3.54,0.23
3.65,-0.88,3.7,1.25
7.11,-1.94,3.92,-1.6
7.3,-1.96,3.94,-1.6
2.34,-1.25,3.68,-0.83
1.62,-0.88,3.68,0.41
2.34,-1.25,3.68,-0.83
1.77,-0.9,3.69,0.41
5.02,-1.52,4.01,-0.47
4.14,-1.36,3.94,-0.26
6.44,-1.83,3.96,-1.31
6.94,-1.9,3.98,-1.42
6.77,-1.88,3.96,-1.42
5.02,-1.52,4.01,-0.47
4.31,-1.39,3.96,-0.26
5.19,-1.7,3.72,-1.63
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
6.92,-1.69,3.35,-2.85
0.08,-1.81,4.11,-0.86
2.37,-1.83,4.24,-1.61
0.1,-0.33,3.66,0.07
0.1,-0.33,3.66,0.07
0.08,-1.81,4.11,-0.86
0.48,-3.58,15.63,2.77
0.08,-1.81,4.11,-0.86
0.48,-3.58,15.63,2.77
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
6.92,-1.69,3.35,-2.85
2.57,-1.83,3.99,-1.58
1.09,-1.82,3.97,-1.48
0.05,-1.53,4.41,1.27
0.22,-1.79,4.57,-0.39
5.77,-1.81,3.98,-2.01
4.01,-1.81,4.47,-0.56
5.23,-1.77,3.77,-2.4
0.1,-0.33,3.66,0.07
0.1,-0.33,3.66,0.07
0.1,-0.33,3.66,0.07
0.1,-0.33,3.66,0.07
0.1,-0.33,3.66,0.07
0.1,-0.33,3.66,0.07
0.1,-0.33,3.66,0.07
0.1,-0.33,3.66,0.07
0.1,-0.33,3.66,0.07
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.48,-3.58,15.63,2.77
0.08,-1.81,4.11,-0.86
0.48,-3.58,15.63,2.77
0.48,-3.58,15.63,2.77
0.48,-3.58,15.63,2.77
0.48,-3.58,15.63,2.77
0.48,-3.58,15.63,2.77
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
6.92,-1.69,3.35,-2.85
2.03,-1.82,3.97,-1.58
0.08,-1.81,4.11,-0.86
6.92,-1.69,3.35,-2.85
4.69,-1.63,3.07,-3.08
4.69,-1.63,3.07,-3.08
6.8,-1.68,3.31,-2.9
4.69,-1.63,3.07,-3.08
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
2.03,-1.82,3.97,-1.58
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.08,-1.81,4.11,-0.86
0.16,-1.53,4.41,1.27
0.22,-1.79,4.57,-0.39
0.05,-1.53,4.41,1.27
0.22,-1.79,4.57,-0.39
1.66,-1.77,4.55,-0.15
0.22,-1.79,4.57,-0.39
3.69,-1.63,4.44,0.8
7.15,-1.77,3.74,-2.36
7.33,-1.77,3.74,-2.36
2.37,-1.83,4.24,-1.61
1.66,-1.77,4.55,-0.15
2.37,-1.83,4.24,-1.61
2.37,-1.83,4.24,-1.61
5.06,-1.83,4.32,-1.18
4.18,-1.83,4.4,-0.95
6.48,-1.8,3.92,-2.08
6.97,-1.79,3.85,-2.19
6.81,-1.79,3.85,-2.19
5.06,-1.83,4.32,-1.18
4.35,-1.83,4.39,-0.95
5.23,-1.77,3.77,-2.4
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
7.42,-1.69,3.35,-2.86
0.09,-1.8,4.1,-0.88
2.48,-1.83,4.25,-1.63
0.1,-0.33,3.64,0.09
0.1,-0.33,3.64,0.09
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
1.05,-1.85,13.81,1.99
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
7.42,-1.69,3.35,-2.86
3.07,-1.83,3.99,-1.6
1.59,-1.82,3.98,-1.49
0.04,-1.73,4.6,0.13
0.32,-1.78,4.58,-0.4
5.88,-1.81,3.98,-2.02
4.12,-1.81,4.47,-0.57
5.33,-1.77,3.78,-2.41
0.1,-0.33,3.64,0.09
0.1,-0.33,3.64,0.09
0.1,-0.33,3.64,0.09
0.1,-0.33,3.64,0.09
0.1,-0.33,3.64,0.09
0.1,-0.33,3.64,0.09
0.1,-0.33,3.64,0.09
0.1,-0.33,3.64,0.09
0.1,-0.33,3.64,0.09
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
1.05,-1.85,13.81,1.99
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
1.05,-1.85,13.81,1.99
1.05,-1.85,13.81,1.99
1.05,-1.85,13.81,1.99
1.05,-1.85,13.81,1.99
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
7.42,-1.69,3.35,-2.86
2.53,-1.82,3.97,-1.6
0.09,-1.8,4.1,-0.88
7.42,-1.69,3.35,-2.86
5.19,-1.63,3.07,-3.1
5.19,-1.63,3.07,-3.1
7.3,-1.68,3.31,-2.91
5.19,-1.63,3.07,-3.1
0.64,-1.81,4.12,-0.88
0.09,-1.8,4.1,-0.88
2.35,-1.82,3.97,-1.6
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.09,-1.8,4.1,-0.88
0.32,-1.78,4.58,-0.4
0.32,-1.78,4.58,-0.4
0.04,-1.73,4.6,0.13
0.32,-1.78,4.58,-0.4
1.76,-1.77,4.56,-0.16
0.32,-1.78,4.58,-0.4
3.95,-1.81,4.48,-0.57
7.25,-1.77,3.74,-2.37
7.44,-1.77,3.74,-2.37
2.48,-1.83,4.25,-1.63
1.76,-1.77,4.56,-0.16
2.48,-1.83,4.25,-1.63
1.91,-1.77,4.56,-0.16
5.16,-1.83,4.32,-1.19
4.28,-1.83,4.4,-0.96
6.58,-1.8,3.92,-2.09
7.25,-1.77,3.74,-2.37
6.91,-1.79,3.86,-2.2
5.16,-1.83,4.32,-1.19
4.6,-1.82,4.11,-1.84
5.33,-1.77,3.78,-2.41
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
7.48,-1.69,3.35,-2.88
0.1,-1.8,4.11,-0.89
2.59,-1.83,4.25,-1.64
0.1,-0.32,3.62,0.11
0.1,-0.32,3.62,0.11
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
1.09,-1.85,12.92,1.64
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
7.36,-1.68,3.31,-2.92
3.13,-1.82,4.0,-1.61
1.45,-1.82,3.98,-1.5
0.09,-1.73,4.61,0.12
0.44,-1.78,4.58,-0.41
5.99,-1.81,3.98,-2.04
4.23,-1.81,4.48,-0.58
5.45,-1.77,3.78,-2.42
0.1,-0.32,3.62,0.11
0.1,-0.32,3.62,0.11
0.1,-0.32,3.62,0.11
0.1,-0.32,3.62,0.11
0.1,-0.32,3.62,0.11
0.1,-0.32,3.62,0.11
0.1,-0.32,3.62,0.11
0.1,-0.32,3.62,0.11
0.1,-0.32,3.62,0.11
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
1.09,-1.85,12.92,1.64
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
1.09,-1.85,12.92,1.64
1.09,-1.85,12.92,1.64
1.09,-1.85,12.92,1.64
1.09,-1.85,12.92,1.64
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
7.48,-1.69,3.35,-2.88
2.59,-1.82,3.98,-1.61
0.1,-1.8,4.11,-0.89
7.48,-1.69,3.35,-2.88
5.25,-1.63,3.06,-3.11
5.25,-1.63,3.06,-3.11
7.36,-1.68,3.31,-2.92
5.25,-1.63,3.06,-3.11
0.68,-1.8,4.13,-0.89
0.1,-1.8,4.11,-0.89
2.41,-1.82,3.97,-1.61
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.1,-1.8,4.11,-0.89
0.09,-1.73,4.61,0.12
0.44,-1.78,4.58,-0.41
0.09,-1.73,4.61,0.12
0.44,-1.78,4.58,-0.41
1.74,-1.7,4.56,0.36
0.44,-1.78,4.58,-0.41
4.06,-1.81,4.48,-0.58
7.36,-1.78,3.74,-2.38
7.55,-1.78,3.74,-2.38
2.59,-1.83,4.25,-1.64
1.88,-1.77,4.57,-0.17
2.59,-1.83,4.25,-1.64
2.03,-1.77,4.56,-0.17
5.28,-1.83,4.33,-1.2
4.4,-1.83,4.41,-0.97
6.7,-1.8,3.93,-2.1
7.19,-1.79,3.85,-2.21
7.03,-1.79,3.86,-2.21
5.28,-1.83,4.33,-1.2
4.57,-1.83,4.4,-0.97
5.45,-1.77,3.78,-2.42
